custom_edit_url	sidebar_label	learn_status	learn_rel_path	sidebar_position	description
https://github.com/netdata/netdata/edit/master/docs/guides/monitor-hadoop-cluster.md	Monitor a Hadoop cluster with Netdata	Published	Miscellaneous	387	
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/kubernetes-k8s-netdata.md	Kubernetes monitoring with Netdata: Overview and visualizations	Published	Miscellaneous	388	Learn how to navigate Netdata's Kubernetes monitoring features for visualizing the health and performance of a Kubernetes cluster with per-second granularity.
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/lamp-stack.md	LAMP stack monitoring (Linux, Apache, MySQL, PHP) with Netdata	Published	Miscellaneous	389	Set up robust LAMP stack monitoring (Linux, Apache, MySQL, PHP) in just a few minutes using a free, open-source monitoring tool that collects metrics every second.
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/pi-hole-raspberry-pi.md	Monitor Pi-hole (and a Raspberry Pi) with Netdata	Published	Miscellaneous	390	Monitor Pi-hole metrics, plus Raspberry Pi system metrics, in minutes and completely for free with Netdata's open-source monitoring agent.
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/raspberry-pi-anomaly-detection.md	Unsupervised anomaly detection for Raspberry Pi monitoring	Published	Miscellaneous	391	Use a low-overhead machine learning algorithm and an open-source monitoring tool to detect anomalous metrics on a Raspberry Pi.
https://github.com/netdata/.github/edit/main/SECURITY.md	Security Policy	Published	Miscellaneous	392	The Netdata team maintains and adheres to a formal process any time a member of the community reports a security vulnerability.
https://github.com/netdata/netdata/edit/master/docs/guides/troubleshoot/monitor-debug-applications-ebpf.md	Monitor, troubleshoot, and debug applications with eBPF metrics	Published	Miscellaneous	393	Use Netdata's built-in eBPF metrics collector to monitor, troubleshoot, and debug your custom application using low-level kernel feedback.
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/process.md	Monitor any process in real-time with Netdata	Published	Miscellaneous	394	Tap into Netdata's powerful collectors, with per-second utilization metrics for every process, to troubleshoot faster and make data-informed decisions.
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/process1.md		Unpublished		395	
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/process2.md		Unpublished		396	
https://github.com/netdata/go.d.plugin/edit/master/agent/README.md		Unpublished		397	
https://github.com/netdata/go.d.plugin/edit/master/modules/dnsmasq/dev.md		Unpublished		398	
https://github.com/netdata/go.d.plugin/edit/master/modules/powerdns/dev.md		Unpublished		399	
https://github.com/netdata/go.d.plugin/edit/master/modules/nginxvts/dev.md		Unpublished		400	
https://github.com/netdata/go.d.plugin/edit/master/modules/dnsdist/dev.md		Unpublished		401	
https://github.com/netdata/go.d.plugin/edit/master/modules/pika/dev.md		Unpublished		402	
https://github.com/netdata/go.d.plugin/edit/master/modules/couchbase/dev.md		Unpublished		403	
https://github.com/netdata/go.d.plugin/edit/master/modules/redis/dev.md		Unpublished		404	
https://github.com/netdata/go.d.plugin/edit/master/modules/powerdns_recursor/dev.md		Unpublished		405	
https://github.com/netdata/go.d.plugin/edit/master/modules/coredns/dev.md		Unpublished		406	
https://github.com/netdata/go.d.plugin/edit/master/modules/supervisord/dev.md		Unpublished		407	
https://github.com/netdata/go.d.plugin/edit/master/modules/mongodb/dev.md		Unpublished		408	
https://github.com/netdata/go.d.plugin/edit/master/modules/mysql/dev.md		Unpublished		409	
https://github.com/netdata/go.d.plugin/edit/master/modules/energid/dev.md		Unpublished		410	
https://github.com/netdata/go.d.plugin/edit/master/modules/cassandra/dev.md		Unpublished		411	
https://github.com/netdata/netdata/edit/master/HISTORICAL_CHANGELOG.md		Unpublished		412	
https://github.com/netdata/netdata/edit/master/README.md		Unpublished		413	
https://github.com/netdata/netdata/edit/master/CHANGELOG.md		Unpublished		414	
https://github.com/netdata/netdata/edit/master/contribution-guidelines.md		Unpublished		415	
https://github.com/netdata/netdata/edit/master/libnetdata/eval/README.md		Unpublished		416	
https://github.com/netdata/netdata/edit/master/ml/notebooks/README.md		Unpublished		417	
https://github.com/netdata/netdata/edit/master/database/engine/metadata_log/README.md		Unpublished		418	
https://github.com/netdata/netdata/edit/master/tests/ebpf/README.md		Unpublished		419	
https://github.com/netdata/netdata/edit/master/web/gui/dashboard/README.md		Unpublished		420	
https://github.com/netdata/netdata/edit/master/spawn/README.md		Unpublished		421	
https://github.com/netdata/netdata-grafana-datasource-plugin/edit/master/README.md		Unpublished		422	
https://github.com/netdata/netdata-grafana-datasource-plugin/edit/master/CHANGELOG.md		Unpublished		423	
https://github.com/netdata/.github/edit/main/SUPPORT.md		Unpublished		424	
https://github.com/netdata/.github/edit/main/README.md		Unpublished		425	
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/concepts-overview.md	Concepts	Unpublished		426	
https://github.com/netdata/helmchart/edit/master/README.md	Helm chart for Kubernetes	Unpublished		427	
https://github.com/netdata/netdata/edit/master/docs/visualize/interact-dashboards-charts.md	Interact with dashboards and charts	Unpublished		428	Zoom, highlight, and pan through time on hundreds of real-time, interactive charts to quickly discover the root cause of any anomaly.
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/operations-overview.md	Operations	Unpublished		429	
https://github.com/netdata/netdata/edit/master/collectors/checks.plugin/README.md	checks.plugin	Unpublished		430	
https://github.com/netdata/netdata/edit/master/web/api/exporters/README.md	Exporters	Unpublished	Improving Netdata - developers/Web/Api	431	
