custom_edit_url	learn_path
https://github.com/netdata/netdata/edit/master/health/notifications/dynatrace/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/dynatrace-events
https://github.com/netdata/netdata/edit/master/health/notifications/stackpulse/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/stackpulse
https://github.com/netdata/netdata/edit/master/health/notifications/ntfy/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/ntfy
https://github.com/netdata/netdata/edit/master/health/notifications/prowl/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/prowl
https://github.com/netdata/netdata/edit/master/health/notifications/pushover/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/pushover
https://github.com/netdata/netdata/edit/master/health/notifications/smstools3/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/sms-server
https://github.com/netdata/netdata/edit/master/health/notifications/pushbullet/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/pushbullet
https://github.com/netdata/netdata/edit/master/health/notifications/twilio/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/twilio
https://github.com/netdata/netdata/edit/master/health/notifications/pagerduty/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/pagerduty
https://github.com/netdata/netdata/edit/master/health/notifications/rocketchat/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/rocket-chat
https://github.com/netdata/netdata/edit/master/health/notifications/kavenegar/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/kavenegar
https://github.com/netdata/netdata/edit/master/health/notifications/gotify/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/gotify
https://github.com/netdata/netdata/edit/master/health/notifications/alerta/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/alerta
https://github.com/netdata/netdata/edit/master/health/notifications/web/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/browser-pop-ups
https://github.com/netdata/netdata/edit/master/health/notifications/awssns/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/amazon-sns
https://github.com/netdata/netdata/edit/master/health/notifications/email/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/email
https://github.com/netdata/netdata/edit/master/health/notifications/irc/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/irc
https://github.com/netdata/netdata/edit/master/health/notifications/telegram/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/telegram
https://github.com/netdata/netdata/edit/master/health/notifications/msteams/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/microsoft-teams
https://github.com/netdata/netdata/edit/master/health/notifications/opsgenie/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/opsgenie
https://github.com/netdata/netdata/edit/master/health/notifications/messagebird/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/messagebird
https://github.com/netdata/netdata/edit/master/health/notifications/matrix/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/matrix
https://github.com/netdata/netdata/edit/master/health/notifications/discord/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/discord
https://github.com/netdata/netdata/edit/master/health/notifications/custom/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/custom-endpoint
https://github.com/netdata/netdata/edit/master/health/notifications/flock/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/flock
https://github.com/netdata/netdata/edit/master/health/notifications/slack/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/slack
https://github.com/netdata/netdata/edit/master/tests/health_mgmtapi/README.md	/docs/contributing-to-netdata/health-command-api-tester
https://github.com/netdata/netdata/edit/master/claim/README.md	/docs/typical-netdata-agent-configurations/connect-agent-to-cloud
